row_index,base_value,predicted_value,model_prediction,additive_consistent,feature_name,feature_value,shap_value,direction
8,18.887224,40.40636615087891,40.399139404296875,True,week_sin,-0.6631226582407955,0.7528426051139832,positive
8,18.887224,40.40636615087891,40.399139404296875,True,inventory_change_1d,-561.0,0.7089031338691711,positive
8,18.887224,40.40636615087891,40.399139404296875,True,log_price,4.9620751034808785,0.5595317482948303,positive
8,18.887224,40.40636615087891,40.399139404296875,True,inventory_level,156.0,0.5173941850662231,positive
8,18.887224,40.40636615087891,40.399139404296875,True,inventory_lag_1,717.0,0.3847615718841553,positive
8,18.887224,40.40636615087891,40.399139404296875,True,demand_rolling_mean_28,27.035714285714285,-0.23957115411758423,negative
8,18.887224,40.40636615087891,40.399139404296875,True,demand_rolling_mean_7,26.428571428571427,-0.12984786927700043,negative
8,18.887224,40.40636615087891,40.399139404296875,True,demand_rolling_min_28,15.0,-0.07005888968706131,negative
8,18.887224,40.40636615087891,40.399139404296875,True,competitor_spread_pct,-0.45977011494254616,-0.04015614092350006,negative
8,18.887224,40.40636615087891,40.399139404296875,True,price_rolling_mean_7,147.46857142857144,-0.0389089435338974,negative
8,18.887224,40.40636615087891,40.399139404296875,True,revenue_rolling_mean_7,3895.577142857143,-0.03243974596261978,negative
8,18.887224,40.40636615087891,40.399139404296875,True,competitor_price_ratio,0.9954022988505745,-0.03128819540143013,negative
8,18.887224,40.40636615087891,40.399139404296875,True,demand_rolling_max_28,39.0,-0.020772745832800865,negative
8,18.887224,40.40636615087891,40.399139404296875,True,demand_rolling_max_14,33.0,-0.019259227439761162,negative
8,18.887224,40.40636615087891,40.399139404296875,True,week_of_year,46.0,-0.007402094546705484,negative
9,18.887224,21.853570263885498,21.846359252929688,True,demand_lag_28,24.0,4.203717231750488,positive
9,18.887224,21.853570263885498,21.846359252929688,True,log_price,4.300002799195291,1.2026081085205078,positive
9,18.887224,21.853570263885498,21.846359252929688,True,demand_lag_14,22.0,0.8909710049629211,positive
9,18.887224,21.853570263885498,21.846359252929688,True,price_to_cost_markup,1.5354166666666667,0.7346406579017639,positive
9,18.887224,21.853570263885498,21.846359252929688,True,competitor_price,64.65,0.40130820870399475,positive
9,18.887224,21.853570263885498,21.846359252929688,True,price_lag_1,69.28,0.28736820816993713,positive
9,18.887224,21.853570263885498,21.846359252929688,True,unit_gross_margin_dollar,25.700000000000003,0.17152826488018036,positive
9,18.887224,21.853570263885498,21.846359252929688,True,inventory_lag_1,669.0,0.16744884848594666,positive
9,18.887224,21.853570263885498,21.846359252929688,True,unit_gross_margin_pct,34.87109905020353,0.13326923549175262,positive
9,18.887224,21.853570263885498,21.846359252929688,True,price,73.7,0.1000654324889183,positive
9,18.887224,21.853570263885498,21.846359252929688,True,day_of_week,6.0,-2.138105630874634,negative
9,18.887224,21.853570263885498,21.846359252929688,True,demand_lag_7,21.0,-1.6062804460525513,negative
9,18.887224,21.853570263885498,21.846359252929688,True,week_sin,0.8229838658936565,-0.3250901401042938,negative
9,18.887224,21.853570263885498,21.846359252929688,True,demand_rolling_mean_7,32.714285714285715,-0.21082957088947296,negative
9,18.887224,21.853570263885498,21.846359252929688,True,day_of_year,123.0,-0.21078582108020782,negative
9,18.887224,21.853570263885498,21.846359252929688,True,demand_rolling_mean_28,33.42857142857143,-0.20558466017246246,negative
9,18.887224,21.853570263885498,21.846359252929688,True,week_cos,-0.5680647467311557,-0.16449671983718872,negative
9,18.887224,21.853570263885498,21.846359252929688,True,price_deviation_rolling_28,6.415714285714287,-0.15806670486927032,negative
9,18.887224,21.853570263885498,21.846359252929688,True,price_rolling_mean_7,69.16571428571429,-0.13411526381969452,negative
9,18.887224,21.853570263885498,21.846359252929688,True,dow_sin,-0.7818314824680299,-0.13056951761245728,negative
10,18.887224,4.735925477050781,4.728709697723389,True,day_of_week,3.0,0.28814101219177246,positive
10,18.887224,4.735925477050781,4.728709697723389,True,week_sin,-0.7485107481711011,0.2299414575099945,positive
10,18.887224,4.735925477050781,4.728709697723389,True,price_deviation_rolling_7,-43.842857142857156,0.17443230748176575,positive
10,18.887224,4.735925477050781,4.728709697723389,True,price_deviation_rolling_28,-41.79035714285715,0.14436544477939606,positive
10,18.887224,4.735925477050781,4.728709697723389,True,price_pct_change_1d,-11.087063089060935,0.058642175048589706,positive
10,18.887224,4.735925477050781,4.728709697723389,True,price_change_1d,-119.87000000000012,0.05279530584812164,positive
10,18.887224,4.735925477050781,4.728709697723389,True,dow_sin,0.43388373911755823,0.0419272780418396,positive
10,18.887224,4.735925477050781,4.728709697723389,True,month_sin,-0.8660254037844385,0.03683092072606087,positive
10,18.887224,4.735925477050781,4.728709697723389,True,day,13.0,0.03252667188644409,positive
10,18.887224,4.735925477050781,4.728709697723389,True,price_lag_7,1033.57,0.02937493473291397,positive
10,18.887224,4.735925477050781,4.728709697723389,True,demand_lag_7,6.0,-4.4421610832214355,negative
10,18.887224,4.735925477050781,4.728709697723389,True,demand_lag_28,4.0,-3.670720338821411,negative
10,18.887224,4.735925477050781,4.728709697723389,True,demand_lag_14,4.0,-3.2806272506713867,negative
10,18.887224,4.735925477050781,4.728709697723389,True,log_price,6.86828653507177,-0.9469312429428101,negative
10,18.887224,4.735925477050781,4.728709697723389,True,demand_rolling_mean_28,4.535714285714286,-0.6471341252326965,negative
10,18.887224,4.735925477050781,4.728709697723389,True,price_to_cost_markup,1.8849019607843136,-0.2847590446472168,negative
10,18.887224,4.735925477050781,4.728709697723389,True,price_lag_1,1081.17,-0.23945178091526031,negative
